tournament,eid,year,round,player_a,player_a_pid,player_b,player_b_pid,score_a,score_b,winner,winner_pid,loser,loser_pid
World Championship,6236,2016,Quarter Final,Raymond van Barneveld,2,Michael Smith,6025,5,4,Raymond van Barneveld,2,Michael Smith,6025
World Championship,6236,2016,Semi Final,Gary Anderson,181,Jelle Klaasen,1511,6,0,Gary Anderson,181,Jelle Klaasen,1511
World Championship,6236,2016,Semi Final,Adrian Lewis,5,Raymond van Barneveld,2,6,3,Adrian Lewis,5,Raymond van Barneveld,2
World Championship,6236,2016,Final,Gary Anderson,181,Adrian Lewis,5,7,5,Gary Anderson,181,Adrian Lewis,5
World Championship,7795,2017,Last 72,Zoran Lerchbacher,5184,Simon Stevenson,16669,2,1,Zoran Lerchbacher,5184,Simon Stevenson,16669
World Championship,7795,2017,Last 72,Dragutin Horvat,3112,Boris Koltsov,14210,2,1,Dragutin Horvat,3112,Boris Koltsov,14210
World Championship,7795,2017,Last 72,Corey Cadby,13857,Sun Qiang,11422,2,0,Corey Cadby,13857,Sun Qiang,11422
World Championship,7795,2017,Last 72,David Platt,1401,John Bowles,9852,2,0,David Platt,1401,John Bowles,9852
World Championship,7795,2017,Last 72,Kevin Simm,2316,Gilbert Ulang,14067,2,0,Kevin Simm,2316,Gilbert Ulang,14067
World Championship,7795,2017,Last 72,Kim Viljanen,95,Ross Snook,2755,2,0,Kim Viljanen,95,Ross Snook,2755
World Championship,7795,2017,Last 72,Tengku Hadzali Shah,2158,Masumi Chino,8829,2,1,Tengku Hadzali Shah,2158,Masumi Chino,8829
World Championship,7795,2017,Last 72,Jerry Hendriks,1000,Warren Parry,1412,2,0,Jerry Hendriks,1000,Warren Parry,1412
World Championship,7795,2017,Last 64,Jelle Klaasen,1511,Jeffrey de Graaf,10396,3,1,Jelle Klaasen,1511,Jeffrey de Graaf,10396
World Championship,7795,2017,Last 64,Dave Chisnall,4101,Rowby-John Rodriguez,9750,3,2,Dave Chisnall,4101,Rowby-John Rodriguez,9750
World Championship,7795,2017,Last 64,Max Hopp,12671,Vincent van der Voort,1499,3,1,Max Hopp,12671,Vincent van der Voort,1499
World Championship,7795,2017,Last 64,Kim Huybrechts,1633,James Wilson,2559,3,0,Kim Huybrechts,1633,James Wilson,2559
World Championship,7795,2017,Last 64,James Wade,11,Ronny Huybrechts,1558,3,0,James Wade,11,Ronny Huybrechts,1558
World Championship,7795,2017,Last 64,Robert Thornton,1543,Zoran Lerchbacher,5184,3,0,Robert Thornton,1543,Zoran Lerchbacher,5184
World Championship,7795,2017,Last 64,Mensur Suljovic,1933,Ron Meulenkamp,937,3,0,Mensur Suljovic,1933,Ron Meulenkamp,937
World Championship,7795,2017,Last 64,Brendan Dolan,1607,Christian Kist,8797,3,1,Brendan Dolan,1607,Christian Kist,8797
World Championship,7795,2017,Last 64,Raymond van Barneveld,2,Robbie Green,1459,3,0,Raymond van Barneveld,2,Robbie Green,1459
World Championship,7795,2017,Last 64,Simon Whitlock,1500,Dragutin Horvat,3112,3,0,Simon Whitlock,1500,Dragutin Horvat,3112
World Championship,7795,2017,Last 64,Mervyn King,168,Steve West,1661,3,2,Mervyn King,168,Steve West,1661
World Championship,7795,2017,Last 64,Joe Cullen,6487,Corey Cadby,13857,3,1,Joe Cullen,6487,Corey Cadby,13857
World Championship,7795,2017,Last 64,Adrian Lewis,5,Magnus Caris,1868,3,0,Adrian Lewis,5,Magnus Caris,1868
World Championship,7795,2017,Last 64,Ian White,2213,Kevin Simm,2316,3,0,Ian White,2213,Kevin Simm,2316
World Championship,7795,2017,Last 64,Chris Dobey,16076,Justin Pipe,6494,3,1,Chris Dobey,16076,Justin Pipe,6494
World Championship,7795,2017,Last 64,Alan Norris,2388,John Michael,2154,3,2,Alan Norris,2388,John Michael,2154
World Championship,7795,2017,Last 64,Phil Taylor,1,David Platt,1401,3,0,Phil Taylor,1,David Platt,1401
World Championship,7795,2017,Last 64,Daryl Gurney,2479,Jermaine Wattimena,7462,3,1,Daryl Gurney,2479,Jermaine Wattimena,7462
World Championship,7795,2017,Last 64,Mark Webster,191,Joe Murnan,2582,3,0,Mark Webster,191,Joe Murnan,2582
World Championship,7795,2017,Last 64,Terry Jenkins,7,Josh Payne,8236,3,1,Terry Jenkins,7,Josh Payne,8236
World Championship,7795,2017,Last 64,Benito van de Pas,8985,Tengku Hadzali Shah,2158,3,1,Benito van de Pas,8985,Tengku Hadzali Shah,2158
World Championship,7795,2017,Last 64,Andrew Gilding,10168,John Henderson,1936,3,2,Andrew Gilding,10168,John Henderson,1936
World Championship,7795,2017,Last 64,Darren Webster,34,Stephen Bunting,192,3,2,Darren Webster,34,Stephen Bunting,192
World Championship,7795,2017,Last 64,Cristo Reyes,17734,Dimitri van den Bergh,11656,3,2,Cristo Reyes,17734,Dimitri van den Bergh,11656
World Championship,7795,2017,Last 64,Michael van Gerwen,1395,Kim Viljanen,95,3,0,Michael van Gerwen,1395,Kim Viljanen,95
World Championship,7795,2017,Last 64,Peter Wright,1463,Jerry Hendriks,1000,3,0,Peter Wright,1463,Jerry Hendriks,1000
World Championship,7795,2017,Last 64,Steve Beaton,33,Devon Petersen,9003,3,1,Steve Beaton,33,Devon Petersen,9003
World Championship,7795,2017,Last 64,Jonny Clayton,6861,Gerwyn Price,16492,3,1,Jonny Clayton,6861,Gerwyn Price,16492
World Championship,7795,2017,Last 64,Michael Smith,6025,Ricky Evans,1734,3,2,Michael Smith,6025,Ricky Evans,1734
World Championship,7795,2017,Last 64,Jamie Lewis,3294,Mick McGowan,32,3,2,Jamie Lewis,3294,Mick McGowan,32
World Championship,7795,2017,Last 64,Gary Anderson,181,Mark Frost,1453,3,0,Gary Anderson,181,Mark Frost,1453
World Championship,7795,2017,Last 64,Kevin Painter,18,Jamie Caven,1662,3,1,Kevin Painter,18,Jamie Caven,1662
World Championship,7795,2017,Last 32,James Wade,11,Steve Beaton,33,4,1,James Wade,11,Steve Beaton,33
World Championship,7795,2017,Last 32,Peter Wright,1463,Jamie Lewis,3294,4,0,Peter Wright,1463,Jamie Lewis,3294
World Championship,7795,2017,Last 32,Jelle Klaasen,1511,Brendan Dolan,1607,4,0,Jelle Klaasen,1511,Brendan Dolan,1607
World Championship,7795,2017,Last 32,Kim Huybrechts,1633,Max Hopp,12671,4,0,Kim Huybrechts,1633,Max Hopp,12671
World Championship,7795,2017,Last 32,Dave Chisnall,4101,Chris Dobey,16076,4,2,Dave Chisnall,4101,Chris Dobey,16076
World Championship,7795,2017,Last 32,Raymond van Barneveld,2,Alan Norris,2388,4,0,Raymond van Barneveld,2,Alan Norris,2388
World Championship,7795,2017,Last 32,Phil Taylor,1,Kevin Painter,18,4,0,Phil Taylor,1,Kevin Painter,18
World Championship,7795,2017,Last 32,Daryl Gurney,2479,Robert Thornton,1543,4,3,Daryl Gurney,2479,Robert Thornton,1543
World Championship,7795,2017,Last 32,Mark Webster,191,Mensur Suljovic,1933,4,3,Mark Webster,191,Mensur Suljovic,1933
World Championship,7795,2017,Last 32,Michael van Gerwen,1395,Cristo Reyes,17734,4,2,Michael van Gerwen,1395,Cristo Reyes,17734
World Championship,7795,2017,Last 32,Michael Smith,6025,Mervyn King,168,4,3,Michael Smith,6025,Mervyn King,168
World Championship,7795,2017,Last 32,Ian White,2213,Jonny Clayton,6861,4,1,Ian White,2213,Jonny Clayton,6861
World Championship,7795,2017,Last 32,Benito van de Pas,8985,Terry Jenkins,7,4,3,Benito van de Pas,8985,Terry Jenkins,7
World Championship,7795,2017,Last 32,Gary Anderson,181,Andrew Gilding,10168,4,0,Gary Anderson,181,Andrew Gilding,10168
World Championship,7795,2017,Last 32,Adrian Lewis,5,Joe Cullen,6487,4,0,Adrian Lewis,5,Joe Cullen,6487
World Championship,7795,2017,Last 32,Darren Webster,34,Simon Whitlock,1500,4,0,Darren Webster,34,Simon Whitlock,1500
World Championship,7795,2017,Last 16,James Wade,11,Michael Smith,6025,4,3,James Wade,11,Michael Smith,6025
World Championship,7795,2017,Last 16,Peter Wright,1463,Ian White,2213,4,1,Peter Wright,1463,Ian White,2213
World Championship,7795,2017,Last 16,Dave Chisnall,4101,Jelle Klaasen,1511,4,2,Dave Chisnall,4101,Jelle Klaasen,1511
World Championship,7795,2017,Last 16,Phil Taylor,1,Kim Huybrechts,1633,4,2,Phil Taylor,1,Kim Huybrechts,1633
World Championship,7795,2017,Last 16,Daryl Gurney,2479,Mark Webster,191,4,3,Daryl Gurney,2479,Mark Webster,191
World Championship,7795,2017,Last 16,Michael van Gerwen,1395,Darren Webster,34,4,1,Michael van Gerwen,1395,Darren Webster,34
World Championship,7795,2017,Last 16,Gary Anderson,181,Benito van de Pas,8985,4,2,Gary Anderson,181,Benito van de Pas,8985
World Championship,7795,2017,Last 16,Raymond van Barneveld,2,Adrian Lewis,5,4,3,Raymond van Barneveld,2,Adrian Lewis,5
World Championship,7795,2017,Quarter Final,Peter Wright,1463,James Wade,11,5,3,Peter Wright,1463,James Wade,11
World Championship,7795,2017,Quarter Final,Gary Anderson,181,Dave Chisnall,4101,5,3,Gary Anderson,181,Dave Chisnall,4101
World Championship,7795,2017,Quarter Final,Raymond van Barneveld,2,Phil Taylor,1,5,3,Raymond van Barneveld,2,Phil Taylor,1
World Championship,7795,2017,Quarter Final,Michael van Gerwen,1395,Daryl Gurney,2479,5,1,Michael van Gerwen,1395,Daryl Gurney,2479
World Championship,7795,2017,Semi Final,Gary Anderson,181,Peter Wright,1463,6,3,Gary Anderson,181,Peter Wright,1463
World Championship,7795,2017,Semi Final,Michael van Gerwen,1395,Raymond van Barneveld,2,6,2,Michael van Gerwen,1395,Raymond van Barneveld,2
World Championship,7795,2017,Final,Michael van Gerwen,1395,Gary Anderson,181,7,3,Michael van Gerwen,1395,Gary Anderson,181
World Championship,8808,2018,Last 72,Bernie Smith,2171,Xiao chen Zong,26867,2,0,Bernie Smith,2171,Xiao chen Zong,26867
World Championship,8808,2018,Last 72,Kevin Munch,1940,Alexander Oreshkin,13428,2,0,Kevin Munch,1940,Alexander Oreshkin,13428
World Championship,8808,2018,Last 72,Paul Lim,1566,Kai-Fan Leung,32207,2,0,Paul Lim,1566,Kai-Fan Leung,32207
World Championship,8808,2018,Last 72,Jamie Lewis,3294,Kenny Neyens,13185,2,1,Jamie Lewis,3294,Kenny Neyens,13185
World Championship,8808,2018,Last 72,Cody Harris,3944,Willard Bruguier III,23224,2,1,Cody Harris,3944,Willard Bruguier III,23224
World Championship,8808,2018,Last 72,Jeff Smith,4965,Luke Humphries,11822,2,0,Jeff Smith,4965,Luke Humphries,11822
World Championship,8808,2018,Last 72,Brendan Dolan,1607,Alan Ljubic,26934,2,0,Brendan Dolan,1607,Alan Ljubic,26934
World Championship,8808,2018,Last 72,Seigo Asada,13768,Gordon Mathers,12573,2,1,Seigo Asada,13768,Gordon Mathers,12573
World Championship,8808,2018,Last 64,Darren Webster,34,Devon Petersen,9003,3,2,Darren Webster,34,Devon Petersen,9003
World Championship,8808,2018,Last 64,Toni Alcinas,4072,Cristo Reyes,17734,3,1,Toni Alcinas,4072,Cristo Reyes,17734
World Championship,8808,2018,Last 64,James Richardson,7116,Kim Huybrechts,1633,3,0,James Richardson,7116,Kim Huybrechts,1633
World Championship,8808,2018,Last 64,Peter Wright,1463,Diogo Portela,16009,3,1,Peter Wright,1463,Diogo Portela,16009
World Championship,8808,2018,Last 64,Justin Pipe,6494,Bernie Smith,2171,3,2,Justin Pipe,6494,Bernie Smith,2171
World Championship,8808,2018,Last 64,Simon Whitlock,1500,Martin Schindler,16749,3,1,Simon Whitlock,1500,Martin Schindler,16749
World Championship,8808,2018,Last 64,Michael Smith,6025,Steve Lennon,12746,3,2,Michael Smith,6025,Steve Lennon,12746
World Championship,8808,2018,Last 64,Kevin Munch,1940,Adrian Lewis,5,3,1,Kevin Munch,1940,Adrian Lewis,5
World Championship,8808,2018,Last 64,John Henderson,1936,Marko Kantele,89,3,0,John Henderson,1936,Marko Kantele,89
World Championship,8808,2018,Last 64,Raymond van Barneveld,2,Richard North,8910,3,0,Raymond van Barneveld,2,Richard North,8910
World Championship,8808,2018,Last 64,Paul Lim,1566,Mark Webster,191,3,2,Paul Lim,1566,Mark Webster,191
World Championship,8808,2018,Last 64,Mensur Suljovic,1933,Kevin Painter,18,3,0,Mensur Suljovic,1933,Kevin Painter,18
World Championship,8808,2018,Last 64,Daryl Gurney,2479,Ronny Huybrechts,1558,3,1,Daryl Gurney,2479,Ronny Huybrechts,1558
World Championship,8808,2018,Last 64,Keegan Brown,10548,James Wade,11,3,2,Keegan Brown,10548,James Wade,11
World Championship,8808,2018,Last 64,Alan Norris,2388,Kim Viljanen,95,3,0,Alan Norris,2388,Kim Viljanen,95
World Championship,8808,2018,Last 64,Jamie Lewis,3294,Jonny Clayton,6861,3,0,Jamie Lewis,3294,Jonny Clayton,6861
World Championship,8808,2018,Last 64,Kyle Anderson,2172,Peter Jacques,5538,3,1,Kyle Anderson,2172,Peter Jacques,5538
World Championship,8808,2018,Last 64,Vincent van der Voort,1499,Dave Chisnall,4101,3,0,Vincent van der Voort,1499,Dave Chisnall,4101
World Championship,8808,2018,Last 64,Ian White,2213,Cody Harris,3944,3,1,Ian White,2213,Cody Harris,3944
World Championship,8808,2018,Last 64,Zoran Lerchbacher,5184,Mervyn King,168,3,2,Zoran Lerchbacher,5184,Mervyn King,168
World Championship,8808,2018,Last 64,Jermaine Wattimena,7462,Joe Cullen,6487,3,2,Jermaine Wattimena,7462,Joe Cullen,6487
World Championship,8808,2018,Last 64,Steve West,1661,Benito van de Pas,8985,3,1,Steve West,1661,Benito van de Pas,8985
World Championship,8808,2018,Last 64,Gary Anderson,181,Jeff Smith,4965,3,0,Gary Anderson,181,Jeff Smith,4965
World Championship,8808,2018,Last 64,Jan Dekker,2255,Jelle Klaasen,1511,3,1,Jan Dekker,2255,Jelle Klaasen,1511
World Championship,8808,2018,Last 64,Robert Thornton,1543,Brendan Dolan,1607,3,1,Robert Thornton,1543,Brendan Dolan,1607
World Championship,8808,2018,Last 64,Rob Cross,18934,Seigo Asada,13768,3,0,Rob Cross,18934,Seigo Asada,13768
World Championship,8808,2018,Last 64,Phil Taylor,1,Chris Dobey,16076,3,1,Phil Taylor,1,Chris Dobey,16076
World Championship,8808,2018,Last 64,Dimitri van den Bergh,11656,Stephen Bunting,192,3,1,Dimitri van den Bergh,11656,Stephen Bunting,192
World Championship,8808,2018,Last 64,Steve Beaton,33,William O'Connor,8798,3,1,Steve Beaton,33,William O'Connor,8798
World Championship,8808,2018,Last 64,Gerwyn Price,16492,Ted Evetts,16705,3,0,Gerwyn Price,16492,Ted Evetts,16705
World Championship,8808,2018,Last 64,James Wilson,2559,Krzysztof Ratajski,5422,3,1,James Wilson,2559,Krzysztof Ratajski,5422
World Championship,8808,2018,Last 64,Michael van Gerwen,1395,Christian Kist,8797,3,1,Michael van Gerwen,1395,Christian Kist,8797
World Championship,8808,2018,Last 32,Darren Webster,34,Simon Whitlock,1500,4,1,Darren Webster,34,Simon Whitlock,1500
World Championship,8808,2018,Last 32,Toni Alcinas,4072,Kevin Munch,1940,4,1,Toni Alcinas,4072,Kevin Munch,1940
World Championship,8808,2018,Last 32,James Richardson,7116,Alan Norris,2388,4,1,James Richardson,7116,Alan Norris,2388
World Championship,8808,2018,Last 32,Jamie Lewis,3294,Peter Wright,1463,4,1,Jamie Lewis,3294,Peter Wright,1463
World Championship,8808,2018,Last 32,Keegan Brown,10548,Zoran Lerchbacher,5184,4,2,Keegan Brown,10548,Zoran Lerchbacher,5184
World Championship,8808,2018,Last 32,Phil Taylor,1,Justin Pipe,6494,4,0,Phil Taylor,1,Justin Pipe,6494
World Championship,8808,2018,Last 32,Steve West,1661,Jermaine Wattimena,7462,4,1,Steve West,1661,Jermaine Wattimena,7462
World Championship,8808,2018,Last 32,Rob Cross,18934,Michael Smith,6025,4,3,Rob Cross,18934,Michael Smith,6025
World Championship,8808,2018,Last 32,John Henderson,1936,Daryl Gurney,2479,4,2,John Henderson,1936,Daryl Gurney,2479
World Championship,8808,2018,Last 32,Raymond van Barneveld,2,Kyle Anderson,2172,4,1,Raymond van Barneveld,2,Kyle Anderson,2172
World Championship,8808,2018,Last 32,Gary Anderson,181,Paul Lim,1566,4,1,Gary Anderson,181,Paul Lim,1566
World Championship,8808,2018,Last 32,Dimitri van den Bergh,11656,Jan Dekker,2255,4,2,Dimitri van den Bergh,11656,Jan Dekker,2255
World Championship,8808,2018,Last 32,Mensur Suljovic,1933,Robert Thornton,1543,4,2,Mensur Suljovic,1933,Robert Thornton,1543
World Championship,8808,2018,Last 32,Vincent van der Voort,1499,Steve Beaton,33,4,0,Vincent van der Voort,1499,Steve Beaton,33
World Championship,8808,2018,Last 32,Gerwyn Price,16492,Ian White,2213,4,1,Gerwyn Price,16492,Ian White,2213
World Championship,8808,2018,Last 32,Michael van Gerwen,1395,James Wilson,2559,4,0,Michael van Gerwen,1395,James Wilson,2559
World Championship,8808,2018,Last 16,Phil Taylor,1,Keegan Brown,10548,4,0,Phil Taylor,1,Keegan Brown,10548
World Championship,8808,2018,Last 16,Gary Anderson,181,Steve West,1661,4,2,Gary Anderson,181,Steve West,1661
World Championship,8808,2018,Last 16,Darren Webster,34,Toni Alcinas,4072,4,0,Darren Webster,34,Toni Alcinas,4072
World Championship,8808,2018,Last 16,Jamie Lewis,3294,James Richardson,7116,4,1,Jamie Lewis,3294,James Richardson,7116
World Championship,8808,2018,Last 16,Dimitri van den Bergh,11656,Mensur Suljovic,1933,4,0,Dimitri van den Bergh,11656,Mensur Suljovic,1933
World Championship,8808,2018,Last 16,Rob Cross,18934,John Henderson,1936,4,1,Rob Cross,18934,John Henderson,1936
World Championship,8808,2018,Last 16,Raymond van Barneveld,2,Vincent van der Voort,1499,4,1,Raymond van Barneveld,2,Vincent van der Voort,1499
World Championship,8808,2018,Last 16,Michael van Gerwen,1395,Gerwyn Price,16492,4,2,Michael van Gerwen,1395,Gerwyn Price,16492
World Championship,8808,2018,Quarter Final,Phil Taylor,1,Gary Anderson,181,5,3,Phil Taylor,1,Gary Anderson,181
World Championship,8808,2018,Quarter Final,Jamie Lewis,3294,Darren Webster,34,5,0,Jamie Lewis,3294,Darren Webster,34
World Championship,8808,2018,Quarter Final,Rob Cross,18934,Dimitri van den Bergh,11656,5,4,Rob Cross,18934,Dimitri van den Bergh,11656
World Championship,8808,2018,Quarter Final,Michael van Gerwen,1395,Raymond van Barneveld,2,5,4,Michael van Gerwen,1395,Raymond van Barneveld,2
World Championship,8808,2018,Semi Final,Phil Taylor,1,Jamie Lewis,3294,6,1,Phil Taylor,1,Jamie Lewis,3294
World Championship,8808,2018,Semi Final,Rob Cross,18934,Michael van Gerwen,1395,6,5,Rob Cross,18934,Michael van Gerwen,1395
World Championship,8808,2018,Final,Rob Cross,18934,Phil Taylor,1,7,2,Rob Cross,18934,Phil Taylor,1
World Championship,8809,2019,Last 96,Noel Malicdem,63549,Jeffrey de Graaf,10396,3,2,Noel Malicdem,63549,Jeffrey de Graaf,10396
World Championship,8809,2019,Last 96,Nathan Aspinall,13326,Geert Nentjes,23012,3,0,Nathan Aspinall,13326,Geert Nentjes,23012
World Championship,8809,2019,Last 96,Ron Meulenkamp,937,Diogo Portela,16009,3,2,Ron Meulenkamp,937,Diogo Portela,16009
World Championship,8809,2019,Last 96,Dimitri van den Bergh,11656,Chuck Puleo,48950,3,0,Dimitri van den Bergh,11656,Chuck Puleo,48950
World Championship,8809,2019,Last 96,Rowby-John Rodriguez,9750,Ricky Evans,1734,3,1,Rowby-John Rodriguez,9750,Ricky Evans,1734
World Championship,8809,2019,Last 96,Daniel Larsson,2381,Robert Thornton,1543,3,1,Daniel Larsson,2381,Robert Thornton,1543
World Championship,8809,2019,Last 96,Seigo Asada,13768,Krzysztof Ratajski,5422,3,2,Seigo Asada,13768,Krzysztof Ratajski,5422
World Championship,8809,2019,Last 96,Steve Lennon,12746,James Bailey,4130,3,0,Steve Lennon,12746,James Bailey,4130
World Championship,8809,2019,Last 96,Devon Petersen,9003,Wayne Jones,25,3,2,Devon Petersen,9003,Wayne Jones,25
World Championship,8809,2019,Last 96,Vincent van der Voort,1499,Lourence Ilagan,2167,3,1,Vincent van der Voort,1499,Lourence Ilagan,2167
World Championship,8809,2019,Last 96,Ryan Joyce,16151,Anastasia Dobromyslova,3853,3,0,Ryan Joyce,16151,Anastasia Dobromyslova,3853
World Championship,8809,2019,Last 96,Brendan Dolan,1607,Yuanjun Liu,17766,3,0,Brendan Dolan,1607,Yuanjun Liu,17766
World Championship,8809,2019,Last 96,Gabriel Clemens,3097,Aden Kirk,10682,3,0,Gabriel Clemens,3097,Aden Kirk,10682
World Championship,8809,2019,Last 96,William O'Connor,8798,Yordi Meeuwisse,8168,3,0,William O'Connor,8798,Yordi Meeuwisse,8168
World Championship,8809,2019,Last 96,Luke Humphries,11822,Adam Hunt,10575,3,0,Luke Humphries,11822,Adam Hunt,10575
World Championship,8809,2019,Last 96,Ross Smith,1596,Paul Lim,1566,3,1,Ross Smith,1596,Paul Lim,1566
World Championship,8809,2019,Last 96,Darius Labanauskas,4333,Matthew Edgar,5323,3,1,Darius Labanauskas,4333,Matthew Edgar,5323
World Championship,8809,2019,Last 96,Toni Alcinas,4072,Craig Ross,6567,3,0,Toni Alcinas,4072,Craig Ross,6567
World Championship,8809,2019,Last 96,Ryan Searle,10584,Stephen Burton,15499,3,0,Ryan Searle,10584,Stephen Burton,15499
World Championship,8809,2019,Last 96,Keegan Brown,10548,Karel Sedlacek,4885,3,0,Keegan Brown,10548,Karel Sedlacek,4885
World Championship,8809,2019,Last 96,Richard North,8910,Robert Marijanovic,11545,3,2,Richard North,8910,Robert Marijanovic,11545
World Championship,8809,2019,Last 96,Jim Long,4957,Mickey Mansell,4083,3,1,Jim Long,4957,Mickey Mansell,4083
World Championship,8809,2019,Last 96,Josh Payne,8236,Jeff Smith,4965,3,2,Josh Payne,8236,Jeff Smith,4965
World Championship,8809,2019,Last 96,Chris Dobey,16076,Boris Koltsov,14210,3,0,Chris Dobey,16076,Boris Koltsov,14210
World Championship,8809,2019,Last 96,Michael Barnard,1399,Jose de Sousa,12892,3,2,Michael Barnard,1399,Jose de Sousa,12892
World Championship,8809,2019,Last 96,Kevin Burness,5539,Paul Nicholson,5212,3,0,Kevin Burness,5539,Paul Nicholson,5212
World Championship,8809,2019,Last 96,Ted Evetts,16705,Simon Stevenson,16669,3,0,Ted Evetts,16705,Simon Stevenson,16669
World Championship,8809,2019,Last 96,Danny Noppert,13202,Royden Lam,5643,3,0,Danny Noppert,13202,Royden Lam,5643
World Championship,8809,2019,Last 96,Alan Tabern,23,Raymond Smith,6978,3,2,Alan Tabern,23,Raymond Smith,6978
World Championship,8809,2019,Last 96,Jan Dekker,2255,Lisa Ashton,5619,3,1,Jan Dekker,2255,Lisa Ashton,5619
World Championship,8809,2019,Last 96,Jeffrey de Zwaan,11969,Nitin Kumar,4929,3,0,Jeffrey de Zwaan,11969,Nitin Kumar,4929
World Championship,8809,2019,Last 96,Cody Harris,3944,Martin Schindler,16749,3,2,Cody Harris,3944,Martin Schindler,16749
World Championship,8809,2019,Last 64,Steve West,1661,Richard North,8910,3,1,Steve West,1661,Richard North,8910
World Championship,8809,2019,Last 64,Devon Petersen,9003,Ian White,2213,3,2,Devon Petersen,9003,Ian White,2213
World Championship,8809,2019,Last 64,Kyle Anderson,2172,Noel Malicdem,63549,3,1,Kyle Anderson,2172,Noel Malicdem,63549
World Championship,8809,2019,Last 64,Nathan Aspinall,13326,Gerwyn Price,16492,3,2,Nathan Aspinall,13326,Gerwyn Price,16492
World Championship,8809,2019,Last 64,Benito van de Pas,8985,Jim Long,4957,3,2,Benito van de Pas,8985,Jim Long,4957
World Championship,8809,2019,Last 64,John Henderson,1936,Gabriel Clemens,3097,3,2,John Henderson,1936,Gabriel Clemens,3097
World Championship,8809,2019,Last 64,Dimitri van den Bergh,11656,Jonny Clayton,6861,3,1,Dimitri van den Bergh,11656,Jonny Clayton,6861
World Championship,8809,2019,Last 64,Keegan Brown,10548,Jelle Klaasen,1511,3,1,Keegan Brown,10548,Jelle Klaasen,1511
World Championship,8809,2019,Last 64,Mervyn King,168,Jan Dekker,2255,3,2,Mervyn King,168,Jan Dekker,2255
World Championship,8809,2019,Last 64,Ryan Searle,10584,Mensur Suljovic,1933,3,1,Ryan Searle,10584,Mensur Suljovic,1933
World Championship,8809,2019,Last 64,Luke Humphries,11822,Stephen Bunting,192,3,1,Luke Humphries,11822,Stephen Bunting,192
World Championship,8809,2019,Last 64,Cristo Reyes,17734,Rowby-John Rodriguez,9750,3,2,Cristo Reyes,17734,Rowby-John Rodriguez,9750
World Championship,8809,2019,Last 64,Chris Dobey,16076,Steve Beaton,33,3,0,Chris Dobey,16076,Steve Beaton,33
World Championship,8809,2019,Last 64,Jermaine Wattimena,7462,Michael Barnard,1399,3,0,Jermaine Wattimena,7462,Michael Barnard,1399
World Championship,8809,2019,Last 64,Alan Norris,2388,Steve Lennon,12746,3,2,Alan Norris,2388,Steve Lennon,12746
World Championship,8809,2019,Last 64,Adrian Lewis,5,Ted Evetts,16705,3,0,Adrian Lewis,5,Ted Evetts,16705
World Championship,8809,2019,Last 64,Brendan Dolan,1607,Joe Cullen,6487,3,0,Brendan Dolan,1607,Joe Cullen,6487
World Championship,8809,2019,Last 64,Michael Smith,6025,Ron Meulenkamp,937,3,1,Michael Smith,6025,Ron Meulenkamp,937
World Championship,8809,2019,Last 64,William O'Connor,8798,James Wilson,2559,3,2,William O'Connor,8798,James Wilson,2559
World Championship,8809,2019,Last 64,Kim Huybrechts,1633,Daniel Larsson,2381,3,0,Kim Huybrechts,1633,Daniel Larsson,2381
World Championship,8809,2019,Last 64,James Wade,11,Seigo Asada,13768,3,2,James Wade,11,Seigo Asada,13768
World Championship,8809,2019,Last 64,Ryan Joyce,16151,Simon Whitlock,1500,3,0,Ryan Joyce,16151,Simon Whitlock,1500
World Championship,8809,2019,Last 64,Daryl Gurney,2479,Ross Smith,1596,3,0,Daryl Gurney,2479,Ross Smith,1596
World Championship,8809,2019,Last 64,Vincent van der Voort,1499,Darren Webster,34,3,0,Vincent van der Voort,1499,Darren Webster,34
World Championship,8809,2019,Last 64,Darius Labanauskas,4333,Raymond van Barneveld,2,3,2,Darius Labanauskas,4333,Raymond van Barneveld,2
World Championship,8809,2019,Last 64,Toni Alcinas,4072,Peter Wright,1463,3,1,Toni Alcinas,4072,Peter Wright,1463
World Championship,8809,2019,Last 64,Dave Chisnall,4101,Josh Payne,8236,3,2,Dave Chisnall,4101,Josh Payne,8236
World Championship,8809,2019,Last 64,Michael van Gerwen,1395,Alan Tabern,23,3,1,Michael van Gerwen,1395,Alan Tabern,23
World Championship,8809,2019,Last 64,Max Hopp,12671,Danny Noppert,13202,3,0,Max Hopp,12671,Danny Noppert,13202
World Championship,8809,2019,Last 64,Jamie Lewis,3294,Cody Harris,3944,3,2,Jamie Lewis,3294,Cody Harris,3944
World Championship,8809,2019,Last 64,Gary Anderson,181,Kevin Burness,5539,3,1,Gary Anderson,181,Kevin Burness,5539
World Championship,8809,2019,Last 64,Rob Cross,18934,Jeffrey de Zwaan,11969,3,1,Rob Cross,18934,Jeffrey de Zwaan,11969
World Championship,8809,2019,Last 32,Devon Petersen,9003,Steve West,1661,4,2,Devon Petersen,9003,Steve West,1661
World Championship,8809,2019,Last 32,Benito van de Pas,8985,Toni Alcinas,4072,4,2,Benito van de Pas,8985,Toni Alcinas,4072
World Championship,8809,2019,Last 32,Michael Smith,6025,John Henderson,1936,4,2,Michael Smith,6025,John Henderson,1936
