tournament,eid,year,round,player_a,player_a_pid,player_b,player_b_pid,score_a,score_b,winner,winner_pid,loser,loser_pid
World Championship,2334,2011,Quarter Final,Terry Jenkins,7,Wes Newton,24,5,4,Terry Jenkins,7,Wes Newton,24
World Championship,2334,2011,Quarter Final,Adrian Lewis,5,Vincent van der Voort,1499,5,2,Adrian Lewis,5,Vincent van der Voort,1499
World Championship,2334,2011,Quarter Final,Mark Webster,191,Phil Taylor,1,5,2,Mark Webster,191,Phil Taylor,1
World Championship,2334,2011,Semi Final,Gary Anderson,181,Terry Jenkins,7,6,2,Gary Anderson,181,Terry Jenkins,7
World Championship,2334,2011,Semi Final,Adrian Lewis,5,Mark Webster,191,6,4,Adrian Lewis,5,Mark Webster,191
World Championship,2334,2011,Final,Adrian Lewis,5,Gary Anderson,181,7,5,Adrian Lewis,5,Gary Anderson,181
World Championship,3069,2012,Last 72,Devon Petersen,9003,Jose de Sousa,12892,4,3,Devon Petersen,9003,Jose de Sousa,12892
World Championship,3069,2012,Last 72,Joe Cullen,6487,Oliver Ferenc,10173,4,2,Joe Cullen,6487,Oliver Ferenc,10173
World Championship,3069,2012,Last 72,Petri Korte,6075,Per Laursen,1396,4,3,Petri Korte,6075,Per Laursen,1396
World Championship,3069,2012,Last 72,Warren French,1421,Connie Finnan,4059,4,3,Warren French,1421,Connie Finnan,4059
World Championship,3069,2012,Last 72,Kevin Munch,1940,Lee Choon Peng,4592,4,2,Kevin Munch,1940,Lee Choon Peng,4592
World Championship,3069,2012,Last 72,Christian Perez,9234,Dietmar Burger,1943,4,0,Christian Perez,9234,Dietmar Burger,1943
World Championship,3069,2012,Last 72,Haruki Muramatsu,9165,Dennis Nilsson,2494,4,2,Haruki Muramatsu,9165,Dennis Nilsson,2494
World Championship,3069,2012,Last 72,Scott MacKenzie,4792,Paul Barham,9749,4,2,Scott MacKenzie,4792,Paul Barham,9749
World Championship,3069,2012,Last 64,John Part,10,John Henderson,1936,3,0,John Part,10,John Henderson,1936
World Championship,3069,2012,Last 64,Scott Rand,9721,Andy Smith,21,3,0,Scott Rand,9721,Andy Smith,21
World Championship,3069,2012,Last 64,Devon Petersen,9003,Steve Brown,3624,3,2,Devon Petersen,9003,Steve Brown,3624
World Championship,3069,2012,Last 64,Simon Whitlock,1500,Dennis Smith,31,3,0,Simon Whitlock,1500,Dennis Smith,31
World Championship,3069,2012,Last 64,Terry Jenkins,7,Joe Cullen,6487,3,0,Terry Jenkins,7,Joe Cullen,6487
World Championship,3069,2012,Last 64,Colin Lloyd,3,Darin Young,1380,3,1,Colin Lloyd,3,Darin Young,1380
World Championship,3069,2012,Last 64,Gary Anderson,181,Jyhan Artut,1939,3,2,Gary Anderson,181,Jyhan Artut,1939
World Championship,3069,2012,Last 64,Michael van Gerwen,1395,Colin Osborne,27,3,1,Michael van Gerwen,1395,Colin Osborne,27
World Championship,3069,2012,Last 64,James Wade,11,Petri Korte,6075,3,1,James Wade,11,Petri Korte,6075
World Championship,3069,2012,Last 64,Kevin Painter,18,Arron Monk,791,3,1,Kevin Painter,18,Arron Monk,791
World Championship,3069,2012,Last 64,Mervyn King,168,Geoff Kime,4860,3,0,Mervyn King,168,Geoff Kime,4860
World Championship,3069,2012,Last 64,Andy Hamilton,12,Toni Alcinas,4072,3,2,Andy Hamilton,12,Toni Alcinas,4072
World Championship,3069,2012,Last 64,James Richardson,7116,Raymond van Barneveld,2,3,0,James Richardson,7116,Raymond van Barneveld,2
World Championship,3069,2012,Last 64,Mark Walsh,15,Warren French,1421,3,1,Mark Walsh,15,Warren French,1421
World Championship,3069,2012,Last 64,Kim Huybrechts,1633,Brendan Dolan,1607,3,0,Kim Huybrechts,1633,Brendan Dolan,1607
World Championship,3069,2012,Last 64,Dave Chisnall,4101,Mark Dudbridge,20,3,0,Dave Chisnall,4101,Mark Dudbridge,20
World Championship,3069,2012,Last 64,Kevin Munch,1940,Denis Ovens,19,1,0,Kevin Munch,1940,Denis Ovens,19
World Championship,3069,2012,Last 64,Steve Beaton,33,Magnus Caris,1868,3,2,Steve Beaton,33,Magnus Caris,1868
World Championship,3069,2012,Last 64,Paul Nicholson,5212,Mensur Suljovic,1933,3,1,Paul Nicholson,5212,Mensur Suljovic,1933
World Championship,3069,2012,Last 64,Vincent van der Voort,1499,Mark Hylton,3897,3,2,Vincent van der Voort,1499,Mark Hylton,3897
World Championship,3069,2012,Last 64,Steve Farmer,96,Ronnie Baxter,14,3,2,Steve Farmer,96,Ronnie Baxter,14
World Championship,3069,2012,Last 64,Jelle Klaasen,1511,Peter Wright,1463,3,1,Jelle Klaasen,1511,Peter Wright,1463
World Championship,3069,2012,Last 64,Robert Thornton,1543,Ian White,2213,3,1,Robert Thornton,1543,Ian White,2213
World Championship,3069,2012,Last 64,Alan Tabern,23,Christian Perez,9234,3,1,Alan Tabern,23,Christian Perez,9234
World Championship,3069,2012,Last 64,Phil Taylor,1,Haruki Muramatsu,9165,3,0,Phil Taylor,1,Haruki Muramatsu,9165
World Championship,3069,2012,Last 64,Co Stompe,179,Michael Smith,6025,3,0,Co Stompe,179,Michael Smith,6025
World Championship,3069,2012,Last 64,Justin Pipe,6494,Sean Reed,7764,3,1,Justin Pipe,6494,Sean Reed,7764
World Championship,3069,2012,Last 64,Wes Newton,24,Kurt van de Rijck,3252,3,0,Wes Newton,24,Kurt van de Rijck,3252
World Championship,3069,2012,Last 64,Wayne Jones,25,Scott MacKenzie,4792,3,1,Wayne Jones,25,Scott MacKenzie,4792
World Championship,3069,2012,Last 64,Richie Burnett,51,Mark Webster,191,3,2,Richie Burnett,51,Mark Webster,191
World Championship,3069,2012,Last 64,Roland Scholten,6,Jamie Caven,1662,3,1,Roland Scholten,6,Jamie Caven,1662
World Championship,3069,2012,Last 64,Adrian Lewis,5,Nigel Heydon,3895,3,2,Adrian Lewis,5,Nigel Heydon,3895
World Championship,3069,2012,Last 32,Gary Anderson,181,Devon Petersen,9003,4,2,Gary Anderson,181,Devon Petersen,9003
World Championship,3069,2012,Last 32,Michael van Gerwen,1395,Mervyn King,168,4,1,Michael van Gerwen,1395,Mervyn King,168
World Championship,3069,2012,Last 32,Colin Lloyd,3,Scott Rand,9721,4,1,Colin Lloyd,3,Scott Rand,9721
World Championship,3069,2012,Last 32,Simon Whitlock,1500,Steve Beaton,33,4,1,Simon Whitlock,1500,Steve Beaton,33
World Championship,3069,2012,Last 32,Dave Chisnall,4101,Phil Taylor,1,4,1,Dave Chisnall,4101,Phil Taylor,1
World Championship,3069,2012,Last 32,John Part,10,Richie Burnett,51,4,1,John Part,10,Richie Burnett,51
World Championship,3069,2012,Last 32,Terry Jenkins,7,Co Stompe,179,4,1,Terry Jenkins,7,Co Stompe,179
World Championship,3069,2012,Last 32,Paul Nicholson,5212,Alan Tabern,23,4,0,Paul Nicholson,5212,Alan Tabern,23
World Championship,3069,2012,Last 32,Kim Huybrechts,1633,James Richardson,7116,4,1,Kim Huybrechts,1633,James Richardson,7116
World Championship,3069,2012,Last 32,Andy Hamilton,12,Vincent van der Voort,1499,4,3,Andy Hamilton,12,Vincent van der Voort,1499
World Championship,3069,2012,Last 32,Steve Farmer,96,Kevin Munch,1940,4,2,Steve Farmer,96,Kevin Munch,1940
World Championship,3069,2012,Last 32,James Wade,11,Jelle Klaasen,1511,4,0,James Wade,11,Jelle Klaasen,1511
World Championship,3069,2012,Last 32,Kevin Painter,18,Mark Walsh,15,4,3,Kevin Painter,18,Mark Walsh,15
World Championship,3069,2012,Last 32,Justin Pipe,6494,Wes Newton,24,4,3,Justin Pipe,6494,Wes Newton,24
World Championship,3069,2012,Last 32,Wayne Jones,25,Roland Scholten,6,4,0,Wayne Jones,25,Roland Scholten,6
World Championship,3069,2012,Last 32,Adrian Lewis,5,Robert Thornton,1543,4,2,Adrian Lewis,5,Robert Thornton,1543
World Championship,3069,2012,Last 16,Gary Anderson,181,Colin Lloyd,3,4,1,Gary Anderson,181,Colin Lloyd,3
World Championship,3069,2012,Last 16,Simon Whitlock,1500,Michael van Gerwen,1395,4,3,Simon Whitlock,1500,Michael van Gerwen,1395
World Championship,3069,2012,Last 16,Andy Hamilton,12,Dave Chisnall,4101,4,0,Andy Hamilton,12,Dave Chisnall,4101
World Championship,3069,2012,Last 16,James Wade,11,Steve Farmer,96,4,0,James Wade,11,Steve Farmer,96
World Championship,3069,2012,Last 16,Kim Huybrechts,1633,Paul Nicholson,5212,4,1,Kim Huybrechts,1633,Paul Nicholson,5212
World Championship,3069,2012,Last 16,John Part,10,Kevin Painter,18,4,2,John Part,10,Kevin Painter,18
World Championship,3069,2012,Last 16,Terry Jenkins,7,Justin Pipe,6494,4,1,Terry Jenkins,7,Justin Pipe,6494
World Championship,3069,2012,Last 16,Adrian Lewis,5,Wayne Jones,25,4,0,Adrian Lewis,5,Wayne Jones,25
World Championship,3069,2012,Quarter Final,Simon Whitlock,1500,Gary Anderson,181,5,1,Simon Whitlock,1500,Gary Anderson,181
World Championship,3069,2012,Quarter Final,James Wade,11,John Part,10,5,4,James Wade,11,John Part,10
World Championship,3069,2012,Quarter Final,Adrian Lewis,5,Terry Jenkins,7,5,3,Adrian Lewis,5,Terry Jenkins,7
World Championship,3069,2012,Quarter Final,Andy Hamilton,12,Kim Huybrechts,1633,5,2,Andy Hamilton,12,Kim Huybrechts,1633
World Championship,3069,2012,Semi Final,Adrian Lewis,5,James Wade,11,6,5,Adrian Lewis,5,James Wade,11
World Championship,3069,2012,Semi Final,Andy Hamilton,12,Simon Whitlock,1500,6,5,Andy Hamilton,12,Simon Whitlock,1500
World Championship,3069,2012,Final,Adrian Lewis,5,Andy Hamilton,12,7,3,Adrian Lewis,5,Andy Hamilton,12
World Championship,3831,2013,Last 72,Paul Lim,1566,Mohd Latif Sapup,8495,4,1,Paul Lim,1566,Mohd Latif Sapup,8495
World Championship,3831,2013,Last 72,Haruki Muramatsu,9165,Dave Harrington,5413,4,0,Haruki Muramatsu,9165,Dave Harrington,5413
World Championship,3831,2013,Last 72,Lourence Ilagan,2167,Jamie Lewis,3294,4,3,Lourence Ilagan,2167,Jamie Lewis,3294
World Championship,3831,2013,Last 72,John Bowles,9852,Carlos Rodriguez,1561,4,2,John Bowles,9852,Carlos Rodriguez,1561
World Championship,3831,2013,Last 72,Jani Haavisto,10796,Jarkko Komula,94,4,2,Jani Haavisto,10796,Jarkko Komula,94
World Championship,3831,2013,Last 72,Max Hopp,12671,Charl Pietersen,12646,4,1,Max Hopp,12671,Charl Pietersen,12646
World Championship,3831,2013,Last 72,Daryl Gurney,2479,Robert Marijanovic,11545,4,3,Daryl Gurney,2479,Robert Marijanovic,11545
World Championship,3831,2013,Last 72,Leung Chun Nam,13947,Andree Welge,1428,4,1,Leung Chun Nam,13947,Andree Welge,1428
World Championship,3831,2013,Last 64,Michael van Gerwen,1395,Paul Lim,1566,3,0,Michael van Gerwen,1395,Paul Lim,1566
World Championship,3831,2013,Last 64,Mark Walsh,15,Darren Webster,34,3,1,Mark Walsh,15,Darren Webster,34
World Championship,3831,2013,Last 64,Scott Rand,9721,Kim Huybrechts,1633,3,2,Scott Rand,9721,Kim Huybrechts,1633
World Championship,3831,2013,Last 64,Vincent van der Voort,1499,Stuart Kellett,2282,3,0,Vincent van der Voort,1499,Stuart Kellett,2282
World Championship,3831,2013,Last 64,Simon Whitlock,1500,Haruki Muramatsu,9165,3,0,Simon Whitlock,1500,Haruki Muramatsu,9165
World Championship,3831,2013,Last 64,Justin Pipe,6494,Andy Jenkins,13,3,0,Justin Pipe,6494,Andy Jenkins,13
World Championship,3831,2013,Last 64,Colin Lloyd,3,Darin Young,1380,3,2,Colin Lloyd,3,Darin Young,1380
World Championship,3831,2013,Last 64,Ronnie Baxter,14,Dennis Priestley,8,3,1,Ronnie Baxter,14,Dennis Priestley,8
World Championship,3831,2013,Last 64,Colin Osborne,27,Lourence Ilagan,2167,3,0,Colin Osborne,27,Lourence Ilagan,2167
World Championship,3831,2013,Last 64,Wes Newton,24,Johnny Haines,1726,3,0,Wes Newton,24,Johnny Haines,1726
World Championship,3831,2013,Last 64,Dean Winstanley,7471,Mervyn King,168,3,2,Dean Winstanley,7471,Mervyn King,168
World Championship,3831,2013,Last 64,Steve Beaton,33,Kyle Anderson,2172,3,0,Steve Beaton,33,Kyle Anderson,2172
World Championship,3831,2013,Last 64,John Bowles,9852,Jamie Caven,1662,3,2,John Bowles,9852,Jamie Caven,1662
World Championship,3831,2013,Last 64,James Wade,11,Peter Hudson,9139,3,0,James Wade,11,Peter Hudson,9139
World Championship,3831,2013,Last 64,Mark Webster,191,Ian White,2213,3,1,Mark Webster,191,Ian White,2213
World Championship,3831,2013,Last 64,Peter Wright,1463,Arron Monk,791,3,0,Peter Wright,1463,Arron Monk,791
World Championship,3831,2013,Last 64,Gary Anderson,181,Jani Haavisto,10796,3,1,Gary Anderson,181,Jani Haavisto,10796
World Championship,3831,2013,Last 64,Brendan Dolan,1607,Mark Jones,1768,3,0,Brendan Dolan,1607,Mark Jones,1768
World Championship,3831,2013,Last 64,Raymond van Barneveld,2,Michael Smith,6025,3,0,Raymond van Barneveld,2,Michael Smith,6025
World Championship,3831,2013,Last 64,Andy Hamilton,12,James Richardson,7116,3,1,Andy Hamilton,12,James Richardson,7116
World Championship,3831,2013,Last 64,Denis Ovens,19,Max Hopp,12671,3,2,Denis Ovens,19,Max Hopp,12671
World Championship,3831,2013,Last 64,Phil Taylor,1,Mickey Mansell,4083,3,0,Phil Taylor,1,Mickey Mansell,4083
World Championship,3831,2013,Last 64,Daryl Gurney,2479,Andy Smith,21,3,1,Daryl Gurney,2479,Andy Smith,21
World Championship,3831,2013,Last 64,Dave Chisnall,4101,Shane Tichowitsch,1620,3,0,Dave Chisnall,4101,Shane Tichowitsch,1620
World Championship,3831,2013,Last 64,John Part,10,Joe Cullen,6487,3,0,John Part,10,Joe Cullen,6487
World Championship,3831,2013,Last 64,Terry Jenkins,7,Steve Brown,3624,3,0,Terry Jenkins,7,Steve Brown,3624
World Championship,3831,2013,Last 64,Richie Burnett,51,James Hubbard,1371,3,2,Richie Burnett,51,James Hubbard,1371
World Championship,3831,2013,Last 64,Jerry Hendriks,1000,Wayne Jones,25,3,0,Jerry Hendriks,1000,Wayne Jones,25
World Championship,3831,2013,Last 64,Kevin Painter,18,Leung Chun Nam,13947,3,0,Kevin Painter,18,Leung Chun Nam,13947
World Championship,3831,2013,Last 64,Adrian Lewis,5,Gino Vos,7204,3,1,Adrian Lewis,5,Gino Vos,7204
World Championship,3831,2013,Last 64,Robert Thornton,1543,Magnus Caris,1868,3,0,Robert Thornton,1543,Magnus Caris,1868
World Championship,3831,2013,Last 64,Paul Nicholson,5212,Co Stompe,179,3,0,Paul Nicholson,5212,Co Stompe,179
World Championship,3831,2013,Last 32,Mark Walsh,15,Justin Pipe,6494,4,2,Mark Walsh,15,Justin Pipe,6494
World Championship,3831,2013,Last 32,Vincent van der Voort,1499,Dean Winstanley,7471,4,2,Vincent van der Voort,1499,Dean Winstanley,7471
World Championship,3831,2013,Last 32,James Wade,11,Steve Beaton,33,4,2,James Wade,11,Steve Beaton,33
World Championship,3831,2013,Last 32,Michael van Gerwen,1395,Peter Wright,1463,4,2,Michael van Gerwen,1395,Peter Wright,1463
World Championship,3831,2013,Last 32,Wes Newton,24,Scott Rand,9721,4,0,Wes Newton,24,Scott Rand,9721
World Championship,3831,2013,Last 32,Adrian Lewis,5,Denis Ovens,19,4,1,Adrian Lewis,5,Denis Ovens,19
World Championship,3831,2013,Last 32,Simon Whitlock,1500,Colin Osborne,27,4,0,Simon Whitlock,1500,Colin Osborne,27
World Championship,3831,2013,Last 32,Raymond van Barneveld,2,Brendan Dolan,1607,4,1,Raymond van Barneveld,2,Brendan Dolan,1607
World Championship,3831,2013,Last 32,Colin Lloyd,3,Mark Webster,191,4,2,Colin Lloyd,3,Mark Webster,191
World Championship,3831,2013,Last 32,Kevin Painter,18,Ronnie Baxter,14,4,3,Kevin Painter,18,Ronnie Baxter,14
World Championship,3831,2013,Last 32,Terry Jenkins,7,John Part,10,4,1,Terry Jenkins,7,John Part,10
World Championship,3831,2013,Last 32,Robert Thornton,1543,Paul Nicholson,5212,4,3,Robert Thornton,1543,Paul Nicholson,5212
World Championship,3831,2013,Last 32,Phil Taylor,1,Jerry Hendriks,1000,4,1,Phil Taylor,1,Jerry Hendriks,1000
World Championship,3831,2013,Last 32,Dave Chisnall,4101,Daryl Gurney,2479,4,1,Dave Chisnall,4101,Daryl Gurney,2479
World Championship,3831,2013,Last 32,Gary Anderson,181,John Bowles,9852,4,3,Gary Anderson,181,John Bowles,9852
World Championship,3831,2013,Last 32,Andy Hamilton,12,Richie Burnett,51,4,1,Andy Hamilton,12,Richie Burnett,51
World Championship,3831,2013,Last 16,Wes Newton,24,Mark Walsh,15,4,1,Wes Newton,24,Mark Walsh,15
World Championship,3831,2013,Last 16,James Wade,11,Vincent van der Voort,1499,4,0,James Wade,11,Vincent van der Voort,1499
World Championship,3831,2013,Last 16,Michael van Gerwen,1395,Colin Lloyd,3,4,1,Michael van Gerwen,1395,Colin Lloyd,3
World Championship,3831,2013,Last 16,Adrian Lewis,5,Kevin Painter,18,4,2,Adrian Lewis,5,Kevin Painter,18
World Championship,3831,2013,Last 16,Simon Whitlock,1500,Dave Chisnall,4101,4,3,Simon Whitlock,1500,Dave Chisnall,4101
World Championship,3831,2013,Last 16,Raymond van Barneveld,2,Gary Anderson,181,4,0,Raymond van Barneveld,2,Gary Anderson,181
World Championship,3831,2013,Last 16,Andy Hamilton,12,Terry Jenkins,7,4,1,Andy Hamilton,12,Terry Jenkins,7
World Championship,3831,2013,Last 16,Phil Taylor,1,Robert Thornton,1543,4,0,Phil Taylor,1,Robert Thornton,1543
World Championship,3831,2013,Quarter Final,James Wade,11,Wes Newton,24,5,4,James Wade,11,Wes Newton,24
World Championship,3831,2013,Quarter Final,Michael van Gerwen,1395,Adrian Lewis,5,5,4,Michael van Gerwen,1395,Adrian Lewis,5
World Championship,3831,2013,Quarter Final,Raymond van Barneveld,2,Simon Whitlock,1500,5,1,Raymond van Barneveld,2,Simon Whitlock,1500
World Championship,3831,2013,Quarter Final,Phil Taylor,1,Andy Hamilton,12,5,0,Phil Taylor,1,Andy Hamilton,12
World Championship,3831,2013,Semi Final,Michael van Gerwen,1395,James Wade,11,6,4,Michael van Gerwen,1395,James Wade,11
World Championship,3831,2013,Semi Final,Phil Taylor,1,Raymond van Barneveld,2,6,4,Phil Taylor,1,Raymond van Barneveld,2
World Championship,3831,2013,Final,Phil Taylor,1,Michael van Gerwen,1395,7,4,Phil Taylor,1,Michael van Gerwen,1395
World Championship,4486,2014,Last 72,Royden Lam,5643,Gino Vos,7204,4,1,Royden Lam,5643,Gino Vos,7204
World Championship,4486,2014,Last 72,Morihiro Hashimoto,8332,Paul Lim,1566,4,2,Morihiro Hashimoto,8332,Paul Lim,1566
World Championship,4486,2014,Last 72,Zoran Lerchbacher,5184,Ben Ward,12016,4,1,Zoran Lerchbacher,5184,Ben Ward,12016
World Championship,4486,2014,Last 72,Devon Petersen,9003,Mohd Latif Sapup,8495,4,1,Devon Petersen,9003,Mohd Latif Sapup,8495
World Championship,4486,2014,Last 72,Colin Osborne,27,Dennis Lindskjold,4177,4,1,Colin Osborne,27,Dennis Lindskjold,4177
World Championship,4486,2014,Last 72,Julio Barbero,5848,Andree Welge,1428,4,1,Julio Barbero,5848,Andree Welge,1428
World Championship,4486,2014,Last 72,Per Laursen,1396,Colin McGarry,1515,4,2,Per Laursen,1396,Colin McGarry,1515
World Championship,4486,2014,Last 72,Rob Szabo,3967,Ian Moss,11674,4,3,Rob Szabo,3967,Ian Moss,11674
World Championship,4486,2014,Last 64,Kevin Painter,18,Tomas Seyler,1378,3,0,Kevin Painter,18,Tomas Seyler,1378
World Championship,4486,2014,Last 64,James Wade,11,Darren Webster,34,3,2,James Wade,11,Darren Webster,34
World Championship,4486,2014,Last 64,Mark Webster,191,Mensur Suljovic,1933,3,2,Mark Webster,191,Mensur Suljovic,1933
World Championship,4486,2014,Last 64,Wes Newton,24,Royden Lam,5643,3,1,Wes Newton,24,Royden Lam,5643
World Championship,4486,2014,Last 64,Justin Pipe,6494,Arron Monk,791,3,0,Justin Pipe,6494,Arron Monk,791
World Championship,4486,2014,Last 64,Andy Smith,21,Steve Brown,3624,3,1,Andy Smith,21,Steve Brown,3624
World Championship,4486,2014,Last 64,Adrian Lewis,5,Dennis Smith,31,3,0,Adrian Lewis,5,Dennis Smith,31
World Championship,4486,2014,Last 64,Michael Smith,6025,Morihiro Hashimoto,8332,3,1,Michael Smith,6025,Morihiro Hashimoto,8332
World Championship,4486,2014,Last 64,Vincent van der Voort,1499,Matt Clark,37,3,1,Vincent van der Voort,1499,Matt Clark,37
World Championship,4486,2014,Last 64,Michael van Gerwen,1395,Zoran Lerchbacher,5184,3,0,Michael van Gerwen,1395,Zoran Lerchbacher,5184
World Championship,4486,2014,Last 64,Simon Whitlock,1500,Ross Smith,1596,3,0,Simon Whitlock,1500,Ross Smith,1596
World Championship,4486,2014,Last 64,Beau Anderson,2425,Colin Lloyd,3,3,2,Beau Anderson,2425,Colin Lloyd,3
World Championship,4486,2014,Last 64,Devon Petersen,9003,Steve Beaton,33,3,1,Devon Petersen,9003,Steve Beaton,33
World Championship,4486,2014,Last 64,Ricky Evans,1734,Ronnie Baxter,14,3,0,Ricky Evans,1734,Ronnie Baxter,14
World Championship,4486,2014,Last 64,Mervyn King,168,Darin Young,1380,3,0,Mervyn King,168,Darin Young,1380
World Championship,4486,2014,Last 64,Kim Huybrechts,1633,Ronny Huybrechts,1558,3,1,Kim Huybrechts,1633,Ronny Huybrechts,1558
World Championship,4486,2014,Last 64,Jamie Caven,1662,Jelle Klaasen,1511,3,1,Jamie Caven,1662,Jelle Klaasen,1511
World Championship,4486,2014,Last 64,Raymond van Barneveld,2,Jamie Lewis,3294,3,0,Raymond van Barneveld,2,Jamie Lewis,3294
World Championship,4486,2014,Last 64,John Henderson,1936,Dave Chisnall,4101,3,2,John Henderson,1936,Dave Chisnall,4101
World Championship,4486,2014,Last 64,Brendan Dolan,1607,Colin Osborne,27,3,0,Brendan Dolan,1607,Colin Osborne,27
World Championship,4486,2014,Last 64,Paul Nicholson,5212,Stuart Kellett,2282,3,0,Paul Nicholson,5212,Stuart Kellett,2282
World Championship,4486,2014,Last 64,Gary Anderson,181,Mark Dudbridge,20,3,0,Gary Anderson,181,Mark Dudbridge,20
World Championship,4486,2014,Last 64,Andy Hamilton,12,Julio Barbero,5848,3,1,Andy Hamilton,12,Julio Barbero,5848
World Championship,4486,2014,Last 64,Robert Thornton,1543,Max Hopp,12671,3,1,Robert Thornton,1543,Max Hopp,12671
World Championship,4486,2014,Last 64,Kevin McDine,1525,Wayne Jones,25,3,2,Kevin McDine,1525,Wayne Jones,25
